rating,rating_filtered,item_nbr,item,option,date,name,full_review,pos,pos_filtered
5,1,14820704,삼성전자 H3 외장하드 HX-MK10H12 + 파우치, 2TB,2018.01.03,욕심쟁이,".  여러가지 상품평을 보고 고만 많이 했었어요!  결론부터 말씀드리면 대만족입니다!  -  이제 새신부가 된 저는 혼수로 가져온 컴퓨터가 지금 남편이 연애할때 저만 쓸거라 생각하고 사준 컴퓨터라 용량이 좀 작아요!    전 사진찍기도 좋아하고 소장하기도 좋아하구요!  영화도 음악도 게임도 좋아합니다!  영화,음악,게임광인 남편과 저의 게임들과 웨딩촬영사진,결혼식사진,신혼여행 사진 영상 등등  최근 결혼을 한 저희의 컴퓨터가 용량부자인 고퀄리티 사진 및 동영상으로 폭발 직전인 상황이었죱ㅋㅋㅋ  기존에 있던 외장하드가 세상을 떠나는 바람에 멘붕!!!    당장에 미친듯이 외장하드 찾기 쿠팡질(?)을 하던 저는 상위에 있는 (무려 핑크!) 삼성 외장하드 발견!!    전 무조건 전자제품,전자기기는 무조건 삼성!  이라는 나름 고집(?)이 있어요ㅋㅋ일명 삼성덕후 ㅋㅋ(직원아님ㅋ)  물론 다른 회사 제품도 많이 사용하지만!  제품이 아무리 좋아도 as 불편하면 너무 싫더라구요!  그러다 보니 삼성제품을 항상 선호하는 저에게 2테라짜리(개넉넉!평생사용가능해도 될것같은!)삼성 외장하드가 보이길래  일단은 당장 장바구니에 넣고 그 뒤에 상품평을 살펴보다가  오류가 많다는 상품평을 보고 진짜 광장히 엄청난 고민을 했어요!  내가 믿눈 삼성인데 평이 너무 안좋고 핑크는 너무 이쁜데 사면 오류때문에 후회할것같아서ㅠ 열심히 다른 와장하드를 찾았는데  딱히 마음이 드는 제품이 없고  계속 계속 이 아이(?)눈에 밟히는 ㅠㅠ젠장ㅋㅋㅋㅋ  그래서  에라모르겠닼ㅋㅋㅋㅋ  그냥 거지같으면 당장 환불하지뭐 ㅋㅋㅋ이런생각에  겟겟! 무조건 고! 겟해버렸어욬ㅋㅋㅋ    그리고 도착!  *사용후기*  #성공적  굉장히 친절한 설명서와 문제없이 잘 도착한 택배!  튼튼해보이는 심플한 케이스!  은은하게 펄감있는 고급진 핑크와장하드에 눈에 하트 뚱!!  그리고! 아주아주 잘 돌아가는 외장하드덕에 떨리는 맘으로 컴텨에 외장하드 연결하던 전 넘 행복했음요 ㅋㅋㅋㅋ  이게 만약 복불복이라면 전 당장 복 당첨ㅋ  일단 고민하지마세요! 너무 잘돼요! 걍 겟하세옄ㅋㅋㅋ  -  너무나 사용하기 편리하고 제가 좋아하는 사진,영상,음악,영화 다 털어 옮겨놔도 헐렁헐렁 널널한 2테라짜리의 위엄에 놀랐어요!  컴퓨터 할랑한것도 넘 뿌듯!  그리고 무엇보다 디자인 너무 이뻐용!  너무 사랑스럽습니당!  생각보다 가볍고 이뻐요!  -  더 자주 사용해보고 추가해서 후기 올릴게요!  지금까진 단 한번의 오류나 문제는 발생하지않았습니다!  전 아주 아주 대 만족합니다!   ","[('.', 'SF'), ('여러', 'MDT'), ('가지', 'NNB'), ('상품평', 'NNG'), ('을', 'JKO'), ('보', 'VV'), ('고', 'ECE'), ('고만', 'MAG'), ('많이', 'MAG'), ('하', 'VV'), ('었', 'EPT'), ('었', 'EPT'), ('어요', 'EFN'), ('!', 'SF'), ('결론', 'NNG'), ('부터', 'JX'), ('말씀드리', 'VV'), ('면', 'ECE'), ('대만족', 'NNG'), ('이', 'VCP'), ('ㅂ니다', 'EFN'), ('!', 'SF'), ('-', 'SW'), ('이제', 'MAG'), ('새', 'NNG'), ('신부', 'NNG'), ('가', 'JKC'), ('되', 'VV'), ('ㄴ', 'ETD'), ('저', 'NP'), ('는', 'JX'), ('혼수', 'NNG'), ('로', 'JKM'), ('가져오', 'VV'), ('ㄴ', 'ETD'), ('컴퓨터', 'NNG'), ('가', 'JKS'), ('지금', 'MAG'), ('남편', 'NNG'), ('이', 'JKS'), ('연애', 'NNG'), ('하', 'XSV'), ('ㄹ', 'ETD'), ('때', 'NNG'), ('저', 'NP'), ('만', 'JX'), ('쓰', 'VV'), ('ㄹ', 'ETD'), ('거', 'NNB'), ('이', 'VCP'), ('라', 'EFN'), ('생각', 'NNG'), ('하', 'XSV'), ('고', 'ECE'), ('사', 'VV'), ('아', 'ECS'), ('주', 'VXV'), ('ㄴ', 'ETD'), ('컴퓨터', 'NNG'), ('라', 'NNG'), ('용량', 'NNG'), ('이', 'JKS'), ('좀', 'MAG'), ('작', 'VA'), ('아요', 'EFN'), ('!', 'SF'), ('저', 'VV'), ('ㄴ', 'ETD'), ('사진', 'NNG'), ('찍', 'VV'), ('기', 'ETN'), ('도', 'JX'), ('좋아하', 'VV'), ('고', 'ECE'), ('소장', 'NNG'), ('하', 'XSV'), ('기', 'ETN'), ('도', 'JX'), ('좋아하', 'VV'), ('구요', 'EFN'), ('!', 'SF'), ('영화', 'NNG'), ('도', 'JX'), ('음악도', 'NNG'), ('게임', 'NNG'), ('도', 'JX'), ('좋아하', 'VV'), ('ㅂ니다', 'EFN'), ('!', 'SF'), ('영화', 'NNG'), (',', 'SP'), ('음악', 'NNG'), (',', 'SP'), ('게임', 'NNG'), ('광인', 'NNG'), ('남편', 'NNG'), ('과', 'JC'), ('저의', 'NNG'), ('게임', 'NNG'), ('들', 'XSN'), ('과', 'JKO'), ('웨딩', 'NNG'), ('촬영', 'NNG'), ('사진', 'NNG'), (',', 'SP'), ('결혼식', 'NNG'), ('사진', 'NNG'), (',', 'SP'), ('신혼여행', 'NNG'), ('사진', 'NNG'), ('영상', 'NNG'), ('등등', 'NNB'), ('최근', 'NNG'), ('결혼', 'NNG'), ('을', 'JKO'), ('하', 'VV'), ('ㄴ', 'ETD'), ('저희', 'NP'), ('의', 'JKG'), ('컴퓨터', 'NNG'), ('가', 'JKS'), ('용량', 'NNG'), ('부자', 'NNG'), ('이', 'VCP'), ('ㄴ', 'ETD'), ('고', 'NNG'), ('퀄리티', 'NNG'), ('사진', 'NNG'), ('및', 'MAG'), ('동영상', 'NNG'), ('으로', 'JKM'), ('폭발', 'NNG'), ('직전', 'NNG'), ('이', 'VCP'), ('ㄴ', 'ETD'), ('상황', 'NNG'), ('이', 'JKS'), ('었죱', 'UN'), ('ㅋㅋㅋ', 'EMO'), ('기존', 'NNG'), ('에', 'JKM'), ('있', 'VV'), ('더', 'EPT'), ('ㄴ', 'ETD'), ('외장', 'NNG'), ('하드', 'NNG'), ('가', 'JKS'), ('세상', 'NNG'), ('을', 'JKO'), ('떠나', 'VV'), ('는', 'ETD'), ('바람', 'NNG'), ('에', 'JKM'), ('메', 'VV'), ('ㄴ', 'ETD'), ('붕', 'MAG'), ('!!!', 'SW'), ('당장', 'NNG'), ('에', 'JKM'), ('미치', 'VV'), ('ㄴ', 'ETD'), ('듯이', 'NNB'), ('외장', 'NNG'), ('하드', 'NNG'), ('찾', 'VV'), ('기', 'ETN'), ('쿠팡', 'UN'), ('지', 'XSA'), ('ㄹ', 'ETD'), ('(', 'SS'), ('?', 'SF'), (')', 'SS'), ('을', 'NNG'), ('하', 'VV'), ('던', 'EFQ'), ('저', 'NP'), ('는', 'JX'), ('상위', 'NNG'), ('에', 'JKM'), ('있', 'VV'), ('는', 'ETD'), ('(', 'SS'), ('무려', 'MAG'), ('핑크', 'NNG'), ('!', 'SF'), (')', 'SS'), ('삼성', 'NNG'), ('외장', 'NNG'), ('하드', 'NNG'), ('발견', 'NNG'), ('!!', 'SW'), ('전', 'NNG'), ('무조건', 'MAG'), ('전자', 'NNG'), ('제품', 'NNG'), (',', 'SP'), ('전자', 'NNG'), ('기기', 'NNG'), ('는', 'JX'), ('무조건', 'MAG'), ('삼성', 'NNG'), ('!', 'SF'), ('이', 'VCP'), ('라는', 'ETD'), ('나름', 'NNG'), ('고집', 'NNG'), ('(', 'SS'), ('?', 'SF'), (')', 'SS'), ('이', 'NNG'), ('있', 'VV'), ('어요', 'EFN'), ('ㅋㅋ', 'EMO'), ('일명', 'NNG'), ('삼성', 'NNG'), ('덕', 'NNG'), ('후', 'NNG'), ('ㅋㅋ', 'EMO'), ('(', 'SS'), ('직원', 'NNG'), ('아', 'NNG'), ('님', 'XSN'), ('ㅋ', 'UN'), (')', 'SS'), ('물론', 'MAG'), ('다른', 'MDT'), ('회사', 'NNG'), ('제품', 'NNG'), ('도', 'JX'), ('많이', 'MAG'), ('사용', 'NNG'), ('하', 'XSV'), ('지만', 'ECE'), ('!', 'SF'), ('제품', 'NNG'), ('이', 'JKS'), ('아무리', 'MAG'), ('좋', 'VA'), ('아도', 'ECD'), ('as', 'OL'), ('불편', 'NNG'), ('하', 'XSV'), ('면', 'ECE'), ('너무', 'MAG'), ('싫', 'VA'), ('더', 'EPT'), ('라구요', 'EFN'), ('!', 'SF'), ('그러', 'VV'), ('다', 'ECS'), ('보', 'VXV'), ('니', 'ECD'), ('삼성', 'NNG'), ('제품', 'NNG'), ('을', 'JKO'), ('항상', 'MAG'), ('선호', 'NNG'), ('하', 'XSV'), ('는', 'ETD'), ('저', 'NP'), ('에게', 'JKM'), ('2', 'NR'), ('테라', 'NNG'), ('짜리', 'XSN'), ('(', 'SS'), ('개', 'NNG'), ('넉넉', 'XR'), ('!', 'SF'), ('평생', 'NNG'), ('사용', 'NNG'), ('가능', 'NNG'), ('하', 'XSV'), ('어도', 'ECD'), ('되', 'VV'), ('ㄹ', 'ETD'), ('것', 'NNB'), ('같', 'VA'), ('은', 'ETD'), ('!', 'SF'), (')', 'SS'), ('삼성', 'NNG'), ('외장', 'NNG'), ('하드', 'NNG'), ('가', 'JKS'), ('보이', 'VV'), ('길래', 'ECD'), ('일단', 'NNG'), ('은', 'JX'), ('당장', 'NNG'), ('장바구니', 'NNG'), ('에', 'JKM'), ('넣', 'VV'), ('고', 'ECE'), ('그', 'MDT'), ('뒤', 'NNG'), ('에', 'JKM'), ('상품평', 'NNG'), ('을', 'JKO'), ('살펴보', 'VV'), ('다가', 'ECD'), ('오류', 'NNG'), ('가', 'JKS'), ('많', 'VA'), ('다는', 'ETD'), ('상품평', 'NNG'), ('을', 'JKO'), ('보', 'VV'), ('고', 'ECE'), ('진짜', 'NNG'), ('광장', 'NNG'), ('히', 'XSN'), ('엄청나', 'VA'), ('ㄴ', 'ETD'), ('고민', 'NNG'), ('을', 'JKO'), ('하', 'VV'), ('었', 'EPT'), ('어요', 'EFN'), ('!', 'SF'), ('내', 'NP'), ('가', 'JKS'), ('믿눈', 'UN'), ('삼성', 'NNG'), ('이', 'VCP'), ('ㄴ데', 'ECE'), ('평', 'NNG'), ('이', 'JKS'), ('너무', 'MAG'), ('안', 'MAG'), ('좋', 'VA'), ('고', 'ECE'), ('핑크', 'NNG'), ('는', 'JX'), ('너무', 'MAG'), ('이쁘', 'VA'), ('ㄴ데', 'ECE'), ('사면', 'NNG'), ('오류', 'NNG'), ('때문', 'NNB'), ('에', 'JKM'), ('후회', 'NNG'), ('하', 'XSV'), ('ㄹ', 'ETD'), ('것', 'NNB'), ('같', 'VA'), ('아서', 'ECD'), ('ㅠ', 'UN'), ('열심히', 'MAG'), ('다른', 'MDT'), ('와장', 'NNG'), ('하드', 'NNG'), ('를', 'JKO'), ('찾', 'VV'), ('았', 'EPT'), ('는데', 'ECD'), ('딱히', 'MAG'), ('마음', 'NNG'), ('이', 'JKS'), ('들', 'VV'), ('는', 'ETD'), ('제품', 'NNG'), ('이', 'JKS'), ('없', 'VA'), ('고', 'ECE'), ('계속', 'MAG'), ('계속', 'MAG'), ('이', 'MDT'), ('아이', 'NNG'), ('(', 'SS'), ('?', 'SF'), (')', 'SS'), ('눈', 'NNG'), ('에', 'JKM'), ('밟히', 'VV'), ('는', 'ETD'), ('ㅠㅠ', 'EMO'), ('젠장', 'IC'), ('ㅋㅋㅋㅋ', 'EMO'), ('그리하', 'VV'), ('여서', 'ECD'), ('에라', 'IC'), ('모', 'NR'), ('르', 'NNG'), ('겠닼', 'UN'), ('ㅋㅋㅋㅋ', 'EMO'), ('그냥', 'MAG'), ('거지', 'NNG'), ('같', 'VV'), ('으면', 'ECD'), ('당장', 'NNG'), ('환불', 'NNG'), ('하', 'XSV'), ('지', 'ECD'), ('뭐', 'NP'), ('ㅋㅋㅋ', 'EMO'), ('이런', 'MDT'), ('생각', 'NNG'), ('에', 'JKM'), ('겟겟', 'UN'), ('!', 'SF'), ('무조건', 'NNG'), ('고', 'NNG'), ('!', 'SF'), ('겟해', 'UN'), ('버리', 'VV'), ('었', 'EPT'), ('어', 'ECD'), ('욬', 'UN'), ('ㅋㅋㅋ', 'EMO'), ('그리', 'VV'), ('고', 'ECE'), ('도착', 'NNG'), ('!', 'SF'), ('*', 'SW'), ('사용', 'NNG'), ('후기', 'NNG'), ('*', 'SW'), ('#', 'SW'), ('성공적', 'NNG'), ('굉장히', 'MAG'), ('친절', 'NNG'), ('하', 'XSV'), ('ㄴ', 'ETD'), ('설명서', 'NNG'), ('와', 'JKM'), ('문제없이', 'MAG'), ('잘', 'MAG'), ('도착', 'NNG'), ('하', 'XSV'), ('ㄴ', 'ETD'), ('택배', 'NNG'), ('!', 'SF'), ('튼튼', 'NNP'), ('하', 'XSV'), ('어', 'ECS'), ('보이', 'VV'), ('는', 'ETD'), ('심플', 'NNG'), ('하', 'XSV'), ('ㄴ', 'ETD'), ('케이스', 'NNG'), ('!', 'SF'), ('은은', 'XR'), ('하', 'XSA'), ('게', 'ECD'), ('펄', 'NNG'), ('감', 'NNG'), ('있', 'VV'), ('는', 'ETD'), ('고급', 'NNG'), ('지', 'XSA'), ('ㄴ', 'ETD'), ('핑크', 'NNG'), ('와', 'JKM'), ('장', 'NNG'), ('하드', 'NNG'), ('에', 'JKM'), ('눈', 'NNG'), ('에', 'JKM'), ('하트', 'NNG'), ('뚱', 'UN'), ('!!', 'SW'), ('그리고', 'MAG'), ('!', 'SF'), ('아주', 'MAG'), ('아주', 'MAG'), ('잘', 'MAG'), ('돌아가', 'VV'), ('는', 'ETD'), ('외장', 'NNG'), ('하드', 'NNG'), ('덕', 'NNG'), ('에', 'JKM'), ('떨리', 'VV'), ('는', 'ETD'), ('맘', 'NNG'), ('으로', 'JKM'), ('컴텨', 'UN'), ('에', 'JKM'), ('외장', 'NNG'), ('하드', 'NNG'), ('연결', 'NNG'), ('하', 'XSV'), ('더', 'EPT'), ('ㄴ', 'ETD'), ('전', 'NNG'), ('넘', 'MAG'), ('행복', 'NNG'), ('하', 'XSV'), ('었', 'EPT'), ('음요', 'ETN'), ('ㅋㅋㅋㅋ', 'EMO'), ('이것', 'NP'), ('이', 'JKS'), ('만약', 'NNG'), ('복불복', 'NNG'), ('이', 'VCP'), ('라면', 'ECD'), ('전', 'NNG'), ('당장', 'NNG'), ('복', 'NNG'), ('당첨', 'NNG'), ('ㅋ', 'UN'), ('일단', 'MAG'), ('고민', 'NNG'), ('하', 'XSV'), ('지', 'ECD'), ('마', 'VV'), ('세요', 'EFN'), ('!', 'SF'), ('너무', 'MAG'), ('잘되', 'VV'), ('어요', 'EFN'), ('!', 'SF'), ('걍', 'MAG'), ('겟하', 'UN'), ('세', 'MDN'), ('옄', 'UN'), ('ㅋㅋㅋ', 'EMO'), ('-', 'SW'), ('너무나', 'MAG'), ('사용', 'NNG'), ('하', 'XSV'), ('기', 'ETN'), ('편리', 'NNG'), ('하', 'XSV'), ('고', 'ECE'), ('저', 'NP'), ('가', 'JKS'), ('좋아하', 'VV'), ('는', 'ETD'), ('사진', 'NNG'), (',', 'SP'), ('영상', 'NNG'), (',', 'SP'), ('음악', 'NNG'), (',', 'SP'), ('영화', 'NNG'), ('다', 'MAG'), ('털', 'VV'), ('어', 'ECD'), ('옮기', 'VV'), ('어', 'ECS'), ('노', 'VV'), ('아도', 'ECD'), ('헐렁헐렁', 'MAG'), ('넣', 'VV'), ('ㄹ', 'ETD'), ('널', 'NNG'), ('하', 'XSV'), ('ㄴ', 'ETD'), ('2', 'NR'), ('테라', 'NNG'), ('짜리', 'XSN'), ('의', 'JKG'), ('위엄', 'NNG'), ('에', 'JKM'), ('놀라', 'VV'), ('었', 'EPT'), ('어요', 'EFN'), ('!', 'SF'), ('컴퓨터', 'NNG'), ('할랑', 'NNG'), ('하', 'XSV'), ('ㄴ', 'ETD'), ('것', 'NNB'), ('도', 'JX'), ('넘', 'MAG'), ('뿌듯', 'XR'), ('!', 'SF'), ('그리고', 'MAG'), ('무엇', 'NP'), ('보다', 'JKM'), ('디자인', 'NNG'), ('너무', 'MAG'), ('이쁘', 'VA'), ('어요', 'EFN'), ('!', 'SF'), ('너무', 'MAG'), ('사랑', 'NNG'), ('스럽', 'XSA'), ('습니다', 'EFN'), ('!', 'SF'), ('생각', 'NNG'), ('보다', 'JKM'), ('가볍', 'VA'), ('고', 'ECE'), ('이쁘', 'VA'), ('어요', 'EFN'), ('!', 'SF'), ('-', 'SW'), ('더', 'MAG'), ('자주', 'MAG'), ('사용하', 'VV'), ('어', 'ECS'), ('보', 'VV'), ('고', 'ECE'), ('추가', 'NNG'), ('하', 'XSV'), ('어서', 'ECD'), ('후기', 'NNG'), ('올리', 'VV'), ('ㄹ게요', 'EFN'), ('!', 'SF'), ('지금', 'NNG'), ('까지', 'JX'), ('는', 'JX'), ('단', 'NNG'), ('한번', 'NNG'), ('의', 'JKG'), ('오류', 'NNG'), ('나', 'JX'), ('문제', 'NNG'), ('는', 'JX'), ('발생', 'NNG'), ('하', 'XSV'), ('지', 'ECD'), ('않', 'VXV'), ('았', 'EPT'), ('습니다', 'EFN'), ('!', 'SF'), ('저', 'NP'), ('는', 'JKS'), ('아주', 'MAG'), ('아주', 'MAG'), ('대', 'NNG'), ('만족', 'NNG'), ('하', 'XSV'), ('ㅂ니다', 'EFN'), ('!', 'SF')]","['상품평,고,고만,많이,결론,면,대만족,이제,새,신부,혼수,컴퓨터,지금,남편,연애,때,생각,고,컴퓨터,라,용량,좀,작,사진,고,소장,영화,음악도,게임,영화,음악,게임,광인,남편,저의,게임,웨딩,촬영,사진,결혼식,사진,신혼여행,사진,영상,최근,결혼,컴퓨터,용량,부자,고,퀄리티,사진,및,동영상,폭발,직전,상황,었죱,기존,외장,하드,세상,바람,붕,당장,외장,하드,쿠팡,을,상위,무려,핑크,삼성,외장,하드,발견,전,무조건,전자,제품,전자,기기,무조건,삼성,나름,고집,이,일명,삼성,덕,후,직원,아,ㅋ,물론,회사,제품,많이,사용,지만,제품,아무리,좋,불편,면,너무,싫,삼성,제품,항상,선호,테라,개,넉넉,평생,사용,가능,같,삼성,외장,하드,일단,당장,장바구니,고,뒤,상품평,오류,많,상품평,고,진짜,광장,엄청나,고민,믿눈,삼성,ㄴ데,평,너무,안,좋,고,핑크,너무,이쁘,ㄴ데,사면,오류,후회,같,ㅠ,열심히,와장,하드,딱히,마음,제품,없,고,계속,계속,아이,눈,르,겠닼,그냥,거지,당장,환불,생각,겟겟,무조건,고,겟해,욬,고,도착,사용,후기,성공적,굉장히,친절,설명서,문제없이,잘,도착,택배,튼튼,심플,케이스,은은,펄,감,고급,핑크,장,하드,눈,하트,뚱,그리고,아주,아주,잘,외장,하드,덕,맘,컴텨,외장,하드,연결,전,넘,행복,만약,복불복,전,당장,복,당첨,ㅋ,일단,고민,너무,걍,겟하,옄,너무나,사용,편리,고,사진,영상,음악,영화,다,헐렁헐렁,널,테라,위엄,컴퓨터,할랑,넘,뿌듯,그리고,디자인,너무,이쁘,너무,사랑,생각,가볍,고,이쁘,더,자주,고,추가,후기,지금,단,한번,오류,문제,발생,아주,아주,대,만족,']"
1,0,14820704,삼성전자 H3 외장하드 HX-MK10H12 + 파우치, 1TB,2017.09.24,김*혁,".  회사업무때문에 노트북과 함께 구매한 외장하드입니다.  사용한지 한달정도 됐습니다만...    아무 생각 없이 구매했다가 낭패봤네요.    처음 배송와서 실험할때부터 접속상태가 끊겼다, 연결됐다 엉망이더니,  이후로도 지속적으로 연결이 끊기고 다시 접속되는 현상이 발생.    내장하드용량이 아주 작은 노트북을 산지라 외장하드로만 작업을 하는데, 연결 끊길까봐 저장을 1분단위로 게속  하게 됩니다. 완전 스레기 외장하드입니다.    현재는 아예 먹통이 되어서 인식을 못하는 상태입니다.  삼성 외장하드 두번다시 안삽니다.   ","[('.', 'SF'), ('회사', 'NNG'), ('업무', 'NNG'), ('때문', 'NNB'), ('에', 'JKM'), ('노트북', 'NNG'), ('과', 'JKM'), ('함께', 'MAG'), ('구매', 'NNG'), ('하', 'XSV'), ('ㄴ', 'ETD'), ('외장', 'NNG'), ('하드', 'NNG'), ('이', 'VCP'), ('ㅂ니다', 'EFN'), ('.', 'SF'), ('사용하', 'VV'), ('ㄴ지', 'ECD'), ('한', 'MDN'), ('달', 'NNG'), ('정도', 'NNG'), ('되', 'VV'), ('었', 'EPT'), ('습니다만', 'ECE'), ('...', 'SE'), ('아무', 'MDT'), ('생각', 'NNG'), ('없이', 'MAG'), ('구매', 'NNG'), ('하', 'XSV'), ('었', 'EPT'), ('다가', 'ECD'), ('낭패보', 'VV'), ('았', 'EPT'), ('네요', 'EFN'), ('.', 'SF'), ('처음', 'NNG'), ('배송', 'NNG'), ('오', 'VV'), ('아서', 'ECD'), ('실험', 'NNG'), ('하', 'XSV'), ('ㄹ', 'ETD'), ('때', 'NNG'), ('부터', 'JX'), ('접속', 'NNG'), ('상태', 'NNG'), ('가', 'JKS'), ('끊기', 'VV'), ('었', 'EPT'), ('다', 'ECS'), (',', 'SP'), ('연결', 'NNG'), ('되', 'XSV'), ('었', 'EPT'), ('다', 'ECS'), ('엉망', 'NNG'), ('이', 'JKS'), ('덜', 'VV'), ('니', 'ECD'), (',', 'SP'), ('이후', 'NNG'), ('로', 'JKM'), ('도', 'JX'), ('지속적', 'NNG'), ('으로', 'JKM'), ('연결', 'NNG'), ('이', 'JKS'), ('끊기', 'VV'), ('고', 'ECE'), ('다시', 'MAG'), ('접속', 'NNG'), ('되', 'XSV'), ('는', 'ETD'), ('현상', 'NNG'), ('이', 'JKS'), ('발생', 'NNG'), ('.', 'SF'), ('내장', 'NNG'), ('하드', 'NNG'), ('용량', 'NNG'), ('이', 'JKS'), ('아주', 'MAG'), ('작', 'VA'), ('은', 'ETD'), ('노트북', 'NNG'), ('을', 'JKO'), ('사', 'VV'), ('ㄴ지라', 'ECE'), ('외장', 'NNG'), ('하드', 'NNG'), ('로만', 'NNG'), ('작업', 'NNG'), ('을', 'JKO'), ('하', 'VV'), ('는데', 'ECD'), (',', 'SP'), ('연결', 'NNG'), ('끊기', 'VV'), ('ㄹ까', 'ECD'), ('보', 'VV'), ('아', 'ECS'), ('저장', 'NNG'), ('을', 'JKO'), ('1', 'NR'), ('분', 'NNM'), ('단위', 'NNG'), ('로', 'JKM'), ('게', 'NNG'), ('속', 'NNG'), ('하', 'VV'), ('게', 'ECD'), ('되', 'VV'), ('ㅂ니다', 'EFN'), ('.', 'SF'), ('완전', 'NNG'), ('스레', 'UN'), ('기', 'NNG'), ('외장', 'NNG'), ('하드', 'NNG'), ('이', 'VCP'), ('ㅂ니다', 'EFN'), ('.', 'SF'), ('현재', 'NNG'), ('는', 'JX'), ('아예', 'MAG'), ('먹통', 'NNG'), ('이', 'JKC'), ('되', 'VV'), ('어서', 'ECD'), ('인식', 'NNG'), ('을', 'JKO'), ('못하', 'VX'), ('는', 'ETD'), ('상태', 'NNG'), ('이', 'VCP'), ('ㅂ니다', 'EFN'), ('.', 'SF'), ('삼성', 'NNG'), ('외장', 'NNG'), ('하드', 'NNG'), ('두', 'MDN'), ('번', 'NNB'), ('다시', 'MAG'), ('안', 'MAG'), ('살', 'VV'), ('ㅂ니다', 'EFN'), ('.', 'SF')]","['회사,업무,노트북,함께,구매,외장,하드,달,정도,습니다만,생각,없이,구매,처음,배송,실험,때,접속,상태,연결,엉망,이후,지속적,연결,고,다시,접속,현상,발생,내장,하드,용량,아주,작,노트북,ㄴ지라,외장,하드,로만,작업,연결,저장,단위,게,속,완전,스레,기,외장,하드,현재,아예,먹통,인식,상태,삼성,외장,하드,다시,안,']"
